Combined Text,biffi,crosby,anderson_greenwood,fisher,asco,keystone,rosemount,micro_motion,pneumatic_actuator,electric_actuator,globe_valve,garlock_kit,transmitter,tyco_valve,gas chromatograph,daniel,fisher_actuator,dvc_positioner,valve_relief,ph_sensor_rosemount,temperature_detector,mr95h,groveley_detection,rosemount_0096,trex_field_communicator_375,generic_fisher,3025_actuator_spare,rosemount_manifold,fisher_spare_25032500,Prediction
"transmitter,pres:0 to 10 bar transmitter,pressure: 0 to 10 bar transmitter,pressure:0-10bar vega controls br64.cxgn1ghkmxx",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"interface:usb fieldbus,device lead set,w interface: usb fieldbus,device lead set,w/ usb cable interface:usb fieldbus,w/ usb cable/device lead set emerson aw7060ffusb",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"kit:spares,4 pin interconnection header kit: spares,4 pin interconnection header,p/n 0315191930002 plastic/316 stainless steel duplex lcd assembly,rosemount indicator:4-pin interconnection header/duplex,lcd,plastic/stainless steel,316 emerson 03151-9193-0002",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
assy:advanced hart diagnostic assembly:advanced hart diagnostic assembly:advanced hart diagnostic emerson 0315190710003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"o-rng:viton,12/set,rosemount o-ring set: viton,12/set,f/ type 3144pd6a2i1m5t1a1q4u2xak1165 temp transmitter housing cover o-ring set:viton,12/set,f/ type 3144pd6a2i1m5t1a1q4u2xak1165 temp transmitter housing cover rosemount 0115100330003",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"kit:gskt,presure safety relief valve,and kit: gasket,presure safety relief valve,anderson greenwood kit,gasket:relief valve jos/jbs h orifice 1x-3x 4x 316 stainless steel emerson 200277",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,gulu
"kit:temperature transmitter 3144p,captiv kit: temperature transmitter 3144p,display,captive mounting hardware, cover, m5 meter lcd display, 10-pin interconnection header kit:temperature transmitter 3144p,m5 meter lcd display,captive mounting hardware,10-pin interconnection header,cover,display rosemount 0314431200011",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,pres:ga,inline,scalable,-14. transmitter,pressure: gauge,inline,scalable,-14.7 to 800 psig,1/2in-14 fnpt,9-17.5dcv,stainless steel,316l stainless steel,lcd,atex,                                                  iso 15156,nace mr0175,cable entry detail: m20 x 1.5mm,certification reference: fisc o  i n t r i n s i c a l l y  s a f e , c o m m u n i c a t i o n  p r o t o c o l :  f o u n dation fieldbus,ingress rating: ip66/i p6 8 transmitter,pressure:scalable in-line,-14.7 to 800psi,foundation fieldbus protocol output,9 to 32vdc input,1/2in-14 fnpt,lcd display                                                  ,m20 x 1.5mm cable entry,ip66/68,atex fisco intrinsic safety,ss housing,316l ss iso l a t i n g  d i a p h r a g m , n a c e  m r 0 1 7 5 / i s o  1 5 1 5 6 emerson 3051s1tg3a2e11f1kd01iam5q4q8q15a1529",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"thrmowl:solid machined,2in,200mm inserti thermowell: solid machined,2in,200mm insertion lg,flg,316/316l ss,class 300,tw10 thermowell:solid machined,200mm insertion lg,316/316l ss,2in,class 300,flg,tw10 emerson 5250.33",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"swtch,level:mag,19.6 bar range,flt,3in c switch,level: magnetic,19.6 bar range,float,3in class 150 raised face flange,dpdt,co,ip66 enclosure,aluminum alloy,horizontal/vertic                                                  al mounting,pressure rating: 19.6 bar at 20 deg c,temperature rating: -30 to 70 deg  c  a m b i e n t , t e m p e r a t u r e  r a t i n g :  2 0  d e g  c , t e m p e r a t u re rating: -30 to 400 deg c medium,wette d  p a rt s:  3 16  s ta in le ss  s te el ,w / m2 0 co nd ui t  e nt ri es switch,level:horizontal/vertical,316 ss,19.6bar (a) 20deg c,dpco,alum alloy enclosure, mobrey s440d6a/f104/+",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"transmitter,diff pres:coplanar,4-20ma ou transmitter,differential pressure: coplanar,4-20ma output,-250 to 250in wc,flange,stainless steel flange bracket f/ 2in pipe/panel m                                                  ount,10.5-42.4dcv,aluminum,hastelloy c276,lcd,atex,cable entry detail: m20 x 1.5mm, c e r t i f i c a t i o n  r e f e r e n c e :  i n t r i n s i c a l l y  s a f e , c o m m u nication protocol: hart,drain materia l:  s ta in le ss  s te el ,e nc lo su r e de ta il : du st  p ro of , in gr es s ra ti ng : ip 66 /i p6 8, e nc lo su re  r at in g : n e m a  4x ,fl ang e m ate ria l: sta inl ess  s te el, sen sor  f ill  fl uid : s ili co ne, sup pli ed  wi th:  as se mbl e t o  t  wo ros em o un t  1 1 99 se a l, s up pli ed w it h :g las s fi lled  ptf e o -rin g,ve nt m ater ial:  st ainl ess stee l transmitter,pressure:coplanar/differential,stainless steel,stainless steel,-621.6 to 621.6mbar,4-20ma,hart,stainless steel,assembleto two 1199 seal,10.5-42.4vdc,lcd display,m20 x 1.5mm,2in stainless steel pipe and panel bracket,ip66/ip68,nema 4x,atex int emerson 3051cd2a23a1bs2m5b4i1p1q4q8cnq15hr5",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,diff pres:coplanar,4-20ma ou transmitter,differential pressure: coplanar,4-20ma output,-25 to 25in wc,1/2in-14 npt flange adapter,stainless steel flange bracketf                                                  / 2in pipe/panel mount,10.5-42.4dcv,aluminum,316l stainless steel,lcd,rosemount,com m u n i c a t i o n  p r o t o c o l :  h a r t transmitter,differential pressure:coplanar,-25 to 25inh2o,4 to 20ma digital hart output,alum housing,316l ss isolating diaphragm emerson 3051cd1a22a1bb4i1l4m5t1dfq4q31qs",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"vlv,rlf:3/4 inlet x 1in outlet,conventio valve,relief: conventional direct spring op,316 ss,3/4in inlet,1in outlet,50bar,mnpt inlet x fnpt outlet,316 ss spring,disc & spindl                                                  e,metal seat valve,relief:conventional direct spring op,3/4in inlet,1in outlet,50bar,mnpt inlet x fnpt outlet,316 ss body,316 ss spring,disc & sp                                                 indle,metal seat crosby valve 951111mfa",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,gulu
"transmitter,temp:4-20ma output,12-42.4dc transmitter,temperature: 4-20ma output,12-42.4dcv,316 stainless steel,-40 to 185 deg f,lcd,atex,rosemount,certification reference: i                                                  ntrinsically safe,communication protocol: hart,input detail: single sensor,mounting  t y p e :  d i n  a  h e a d transmitter,temperature:single sensor input,4 to 20ma digital hart output,lcd display,cast ss housing,din a hd mount,atex intrinsicsafety emerson 644hai1m5j7c2c8q4",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"kit:1/2in inlet valve,softgood,d orifice kit: softgood,1/2in inlet valve,d orifice,teflon,900 series kit:softgood,1/2in inlet valve,d orifice,teflon,900 series kunkle valve ktk1068/b",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"spring:20mm id,28mm od,61mm lg,ss,316,w/ spring: 20mm id,28mm od,61mm lg,stainless steel,316,w/ washer spring,valve:32mm valve,20 id x 28mm od,61mm,316 ss trim,w/ washer tyco valves x09353c5/123366",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"vlv,rlf:2in inlet,pressure control,5-200 valve,relief: 2in inlet,pressure control,5-200 psig,fisher valve,relief:pressure control,2in,5 to 200psig set,model 63eg-mr98h emerson 104474235006",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,erkin
"pwr sply:uninterruptible,178-280vacv inp power supply: uninterruptible,178-280vacv input,230vacv output,50/60hz,4800w/6000va,32-104 deg f,backup time: 17min,battery type: le                                                  ad acid,size: 22.4in wd x 8.5in ht x 16.9in dp,connector type: power iec 60320 c13/ c 1 9 power supply,uninterruptable:32-104deg f,230vac,6000va,50/60hz,178-280vac,22.4 wd x 8.7 ht x 16.9in dp,17min,lead acid,power iec 603                                                 20 c13/c19 emerson gxt3-6000rt230",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"ring,retng:clip,25mm id,28mm od,1.5mm th ring,retaining: clip,1.5mm,ss,25 id x 28mm od ring,retaining:clip,25 id x 28mm od,1.5mm thk,ss tyco valves 147600",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"insert:disc,ss,crosby/anderson greenwood insert: disc,stainless steel,crosby/anderson greenwood insert:disc,ss emerson 104135",False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"transmitter,pres:sealed gauge,4-20ma out transmitter,pressure: sealed gauge,4-20ma output,0-660 to 0-20000 psi,coned and threaded,panel mount,11.25-42.4dcv,316l stainless st                                                  eel,hastelloy c276,-40 to 250 deg f,atex,rosemount,cable entry detail: 1/2in-14 mnp t  e l e c t r i c a l , c e r t i f i c a t i o n  r e f e r e n c e :  i n t r i n s i c a l ly safe,communication protocol: hart, en c lo su re  r at in g:  n em a 4x ,i ng re ss  r at in g:  i p6 6/ 68 transmitter,pressure:gage/sealed,hart,coned and threaded,0-660 to 0-20000psi range,11.25-42.4vdc,4-20ma output,1/2in-14tpi mnpt,c-27                                                  6 alloy,panel,nema 4x,ip66/ip68,atex intrinsic safety/calibration certificate/en 10 2 0 4  3 . 1 b , g a s / l i q u i d / v a p o r emerson 4600g63h11a5ac1d1i1p8q4q8",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,diff pres:coplanar,4-20ma ou transmitter,differential pressure: coplanar,4-20ma output,-1000 to 1000in wc,1/2in-14 npt flange adapter,stainless steel flange brac                                                  ket f/ 2in pipe/panel,10.5-42.4dc v,stainless steel,hastelloy c276,rosemount,commun i c a t i o n  p r o t o c o l :  h a r t transmitter,differential pressure:coplanar,-1000 to 1000inh2o,4 to 20ma digital hart output,ss housing emerson 3051cd3a73a1kb4i1l4m6c1p1dfc4q4q8q32",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"breaker:vac,ss,fisher,connection: 2in np breaker: vacuum,stainless steel,fisher,connection: 2in npt breaker:vacuum,2in,stainless steel,connection type: npt emerson y692vb",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"kit:spare,electronic temperature transmi kit: spare,electronic temperature transmitter,rosemount kit:spare,electronic temperature transmitter stainless steel emerson 03144-3111-0007",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"motor,ac:1.22kw output,1425 rpm,220v,1ph motor,ac: 1.22kw output,1438 rpm,220v,1ph,50hz,16/59a,16a/15minute,59a/start motor,ac:1.22kw,220v,1ph,50hz,1438 rpm,16a/15minute,59a/start emerson 9000100985",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"vlv,rlf:4 inlet x 6in outlet,pressure sa valve,relief: 4 inlet x 6in outlet,98barg set,16barg burst,ring type joint x raised face,pressure safety,super duplex stainless stee                                                  l body,full bore,super duplex stainless steel gr uns s32760 seat,orifice: l,chrome s t e e l  s p r i n g , s u p e r  d u p l e x  s t a i n l e s s  s t e e l  g r  u n s s 32760 ring,inconel 625 high pressure bel lo w, se rv ic e : hy dr oc ar bo n ga s/ li qu id  & wa te r valve,relief:pressure safety,4in inlet,class 900 x 150,6in outlet,size l orifice,98barg set,16barg burst,rtj x rf,super duplex ss bo                                                  dy,chrome stl spring,super duplex ss gr uns s32760 seat & ring,full nozzle,inconel 6 2 5  h i g h  p r e s s u r e  b e l l o w , h y d r o c a r b o n  g a s / l i q u i d  &  water service tyco valves jlt-jbs-e-55-n2-j-sp",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,gulu
